pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
13,16,450,1,15,1
14,16,106,1,1,1
14,16,106,1,7,1
15,16,31,1,1,1
15,16,31,1,10,1
15,16,41,1,16,1
15,16,42,1,28,1
15,16,97,1,31,1
15,16,99,1,19,1
15,16,116,1,13,1
15,16,228,1,22,1
15,16,283,1,40,1
15,16,372,1,34,1
15,16,390,1,25,1
15,16,398,1,37,1
15,16,565,1,45,1
16,16,16,1,9,1
16,16,17,1,33,1
16,16,18,1,17,1
16,16,28,1,5,1
16,16,33,1,1,1
16,16,97,1,29,1
16,16,98,1,13,1
16,16,119,1,45,1
16,16,239,1,21,1
16,16,297,1,25,1
16,16,355,1,37,1
16,16,366,1,41,1
16,16,403,1,49,1
16,16,542,1,53,1
17,16,16,1,1,3
17,16,16,1,9,1
17,16,17,1,37,1
17,16,18,1,17,1
17,16,28,1,1,2
17,16,28,1,5,1
17,16,33,1,1,1
17,16,97,1,32,1
17,16,98,1,13,1
17,16,119,1,52,1
17,16,239,1,22,1
17,16,297,1,27,1
17,16,355,1,42,1
17,16,366,1,47,1
17,16,403,1,57,1
17,16,542,1,62,1
18,16,16,1,1,4
18,16,16,1,9,1
18,16,17,1,38,1
18,16,18,1,17,1
18,16,28,1,1,3
18,16,28,1,5,1
18,16,33,1,1,2
18,16,97,1,32,1
18,16,98,1,1,5
18,16,98,1,13,1
18,16,119,1,56,1
18,16,239,1,22,1
18,16,297,1,27,1
18,16,355,1,44,1
18,16,366,1,50,1
18,16,403,1,62,1
18,16,542,1,1,1
18,16,542,1,68,1
19,16,33,1,1,1
19,16,38,1,31,1
19,16,39,1,1,2
19,16,44,1,10,1
19,16,98,1,4,1
19,16,116,1,7,1
19,16,158,1,16,1
19,16,162,1,28,1
19,16,228,1,13,1
19,16,242,1,22,1
19,16,283,1,34,1
19,16,372,1,25,1
19,16,389,1,19,1
20,16,14,1,1,1
20,16,33,1,1,2
20,16,38,1,39,1
20,16,39,1,1,3
20,16,44,1,10,1
20,16,98,1,1,4
20,16,98,1,4,1
20,16,116,1,1,5
20,16,116,1,7,1
20,16,158,1,16,1
20,16,162,1,34,1
20,16,184,1,20,1
20,16,228,1,13,1
20,16,242,1,24,1
20,16,283,1,44,1
20,16,372,1,29,1
20,16,389,1,19,1
21,16,31,1,9,1
21,16,43,1,5,1
21,16,45,1,1,2
21,16,64,1,1,1
21,16,65,1,37,1
21,16,97,1,25,1
21,16,119,1,21,1
21,16,228,1,13,1
21,16,332,1,17,1
21,16,355,1,33,1
21,16,372,1,29,1
22,16,31,1,1,6
22,16,31,1,9,1
22,16,43,1,1,5
22,16,43,1,5,1
22,16,45,1,1,4
22,16,64,1,1,3
22,16,65,1,47,1
22,16,97,1,29,1
22,16,119,1,23,1
22,16,228,1,13,1
22,16,332,1,17,1
22,16,355,1,41,1
22,16,365,1,1,2
22,16,372,1,35,1
22,16,529,1,1,1
22,16,529,1,53,1
23,16,35,1,1,1
23,16,40,1,4,1
23,16,43,1,1,2
23,16,44,1,9,1
23,16,51,1,20,1
23,16,103,1,17,1
23,16,114,1,41,1
23,16,137,1,12,1
23,16,254,1,25,1
23,16,255,1,25,3
23,16,256,1,25,2
23,16,380,1,36,1
23,16,426,1,33,1
23,16,441,1,49,1
23,16,489,1,44,1
23,16,491,1,28,1
23,16,562,1,38,1
24,16,35,1,1,4
24,16,40,1,1,6
24,16,40,1,4,1
24,16,43,1,1,5
24,16,44,1,1,7
24,16,44,1,9,1
24,16,51,1,20,1
24,16,103,1,17,1
24,16,114,1,51,1
24,16,137,1,12,1
24,16,242,1,22,1
24,16,254,1,27,1
24,16,255,1,27,3
24,16,256,1,27,2
24,16,380,1,44,1
24,16,422,1,1,2
24,16,423,1,1,1
24,16,424,1,1,3
24,16,426,1,39,1
24,16,441,1,63,1
24,16,489,1,56,1
24,16,491,1,32,1
24,16,562,1,48,1
25,16,21,1,37,1
25,16,39,1,1,1
25,16,45,1,5,1
25,16,84,1,1,2
25,16,85,1,42,1
25,16,86,1,18,1
25,16,87,1,58,1
25,16,97,1,45,1
25,16,98,1,10,1
25,16,104,1,23,1
25,16,113,1,53,1
25,16,209,1,26,1
25,16,364,1,21,1
25,16,435,1,34,1
25,16,486,1,13,1
25,16,528,1,50,1
25,16,589,1,7,1
25,16,609,1,29,1
26,16,39,1,1,2
26,16,84,1,1,1
26,16,85,1,1,4
26,16,98,1,1,3
27,16,10,1,1,1
27,16,14,1,38,1
27,16,28,1,3,1
27,16,40,1,5,1
27,16,89,1,46,1
27,16,91,1,30,1
27,16,111,1,1,2
27,16,129,1,17,1
27,16,154,1,20,1
27,16,163,1,26,1
27,16,201,1,42,1
27,16,205,1,7,1
27,16,210,1,11,1
27,16,222,1,14,1
27,16,229,1,9,1
27,16,328,1,23,1
27,16,360,1,34,1
28,16,10,1,1,1
28,16,14,1,43,1
28,16,28,1,1,3
28,16,28,1,3,1
28,16,40,1,1,4
28,16,40,1,5,1
28,16,89,1,53,1
28,16,91,1,33,1
28,16,111,1,1,2
28,16,129,1,17,1
28,16,154,1,20,1
28,16,163,1,28,1
28,16,201,1,48,1
28,16,205,1,7,1
28,16,210,1,11,1
28,16,222,1,14,1
28,16,229,1,9,1
28,16,306,1,22,1
28,16,328,1,24,1
28,16,360,1,38,1
29,16,10,1,1,2
29,16,24,1,9,1
29,16,39,1,7,1
29,16,40,1,13,1
29,16,44,1,21,1
29,16,45,1,1,1
29,16,154,1,19,1
29,16,242,1,37,1
29,16,260,1,33,1
29,16,270,1,25,1
29,16,305,1,45,1
29,16,390,1,31,1
29,16,445,1,43,1
30,16,10,1,1,2
30,16,24,1,9,1
30,16,39,1,7,1
30,16,40,1,13,1
30,16,44,1,23,1
30,16,45,1,1,1
30,16,154,1,20,1
30,16,242,1,43,1
30,16,260,1,38,1
30,16,270,1,28,1
30,16,305,1,58,1
30,16,390,1,35,1
30,16,445,1,50,1
31,16,10,1,1,2
31,16,24,1,1,4
31,16,34,1,35,1
31,16,39,1,1,3
31,16,40,1,1,5
31,16,276,1,1,1
31,16,276,1,58,1
31,16,414,1,43,1
31,16,498,1,23,1
32,16,24,1,9,1
32,16,30,1,21,1
32,16,31,1,19,1
32,16,32,1,45,1
32,16,40,1,13,1
32,16,43,1,1,1
32,16,64,1,1,2
32,16,116,1,7,1
32,16,260,1,33,1
32,16,270,1,25,1
32,16,390,1,31,1
32,16,398,1,37,1
32,16,445,1,43,1
33,16,24,1,9,1
33,16,30,1,23,1
33,16,31,1,20,1
33,16,32,1,58,1
33,16,40,1,13,1
33,16,43,1,1,1
33,16,64,1,1,2
33,16,116,1,7,1
33,16,260,1,38,1
33,16,270,1,28,1
33,16,390,1,35,1
33,16,398,1,43,1
33,16,445,1,50,1
34,16,24,1,1,4
34,16,37,1,35,1
34,16,40,1,1,5
34,16,64,1,1,2
34,16,116,1,1,3
34,16,224,1,1,1
34,16,224,1,58,1
34,16,414,1,43,1
34,16,498,1,23,1
35,16,1,1,1,4
35,16,3,1,10,1
35,16,34,1,40,1
35,16,45,1,1,5
35,16,47,1,7,1
35,16,107,1,25,1
35,16,111,1,13,1
35,16,118,1,31,1
35,16,227,1,1,6
35,16,236,1,43,1
35,16,266,1,16,1
35,16,309,1,50,1
35,16,322,1,34,1
35,16,356,1,49,1
35,16,358,1,22,1
35,16,361,1,1,2
35,16,361,1,55,1
35,16,381,1,37,1
35,16,495,1,1,1
35,16,495,1,58,1
35,16,500,1,28,1
35,16,516,1,19,1
35,16,574,1,1,3
35,16,585,1,46,1
36,16,3,1,1,3
36,16,47,1,1,2
36,16,107,1,1,4
36,16,118,1,1,5
36,16,574,1,1,1
37,16,39,1,4,1
37,16,46,1,7,1
37,16,52,1,1,1
37,16,53,1,36,1
37,16,83,1,15,1
37,16,98,1,10,1
37,16,109,1,12,1
37,16,126,1,42,1
37,16,185,1,23,1
37,16,219,1,34,1
37,16,261,1,20,1
37,16,286,1,39,1
37,16,288,1,44,1
37,16,326,1,31,1
37,16,371,1,18,1
37,16,445,1,47,1
37,16,481,1,28,1
37,16,506,1,26,1
37,16,517,1,50,1
37,16,608,1,9,1
38,16,53,1,1,3
38,16,98,1,1,4
38,16,109,1,1,5
38,16,219,1,1,6
38,16,286,1,1,1
38,16,417,1,1,2
39,16,1,1,5,1
39,16,3,1,18,1
39,16,34,1,35,1
39,16,38,1,49,1
39,16,47,1,1,1
39,16,50,1,15,1
39,16,102,1,37,1
39,16,111,1,3,1
39,16,156,1,32,1
39,16,205,1,21,1
39,16,304,1,44,1
39,16,358,1,28,1
39,16,360,1,40,1
39,16,496,1,24,1
39,16,574,1,11,1
39,16,589,1,8,1
40,16,3,1,1,6
40,16,38,1,1,1
40,16,47,1,1,3
40,16,50,1,1,5
40,16,111,1,1,4
40,16,583,1,1,2
41,16,17,1,13,1
41,16,44,1,11,1
41,16,48,1,5,1
41,16,109,1,17,1
41,16,114,1,35,1
41,16,129,1,23,1
41,16,141,1,1,1
41,16,212,1,29,1
41,16,305,1,25,1
41,16,310,1,7,1
41,16,314,1,19,1
41,16,403,1,41,1
41,16,474,1,37,1
41,16,501,1,43,1
41,16,512,1,31,1
42,16,17,1,13,1
42,16,44,1,1,5
42,16,44,1,11,1
42,16,48,1,1,3
42,16,48,1,5,1
42,16,103,1,1,1
42,16,109,1,17,1
42,16,114,1,40,1
42,16,129,1,24,1
42,16,141,1,1,2
42,16,212,1,32,1
42,16,305,1,27,1
42,16,310,1,1,4
42,16,310,1,7,1
42,16,314,1,19,1
42,16,403,1,48,1
42,16,474,1,43,1
42,16,501,1,51,1
42,16,512,1,35,1
43,16,51,1,9,1
43,16,71,1,1,1
43,16,72,1,19,1
43,16,77,1,13,1
43,16,78,1,14,1
43,16,79,1,15,1
43,16,80,1,51,1
43,16,92,1,35,1
43,16,202,1,31,1
43,16,230,1,5,1
43,16,236,1,27,1
43,16,363,1,39,1
43,16,381,1,23,1
43,16,580,1,47,1
43,16,585,1,43,1
44,16,51,1,1,3
44,16,51,1,9,1
44,16,71,1,1,1
44,16,72,1,19,1
44,16,77,1,13,1
44,16,78,1,14,1
44,16,79,1,15,1
44,16,80,1,59,1
44,16,92,1,39,1
44,16,202,1,34,1
44,16,230,1,1,2
44,16,230,1,5,1
44,16,236,1,29,1
44,16,363,1,44,1
44,16,381,1,24,1
44,16,572,1,49,1
44,16,580,1,54,1
45,16,72,1,1,1
45,16,76,1,64,1
45,16,77,1,1,3
45,16,78,1,1,4
45,16,80,1,59,1
45,16,312,1,1,2
45,16,572,1,49,1
46,16,10,1,1,1
46,16,74,1,33,1
46,16,77,1,6,2
46,16,78,1,6,1
46,16,141,1,11,1
46,16,147,1,22,1
46,16,163,1,27,1
46,16,202,1,38,1
46,16,210,1,17,1
46,16,312,1,43,1
46,16,404,1,54,1
46,16,476,1,49,1
47,16,10,1,1,2
47,16,74,1,37,1
47,16,77,1,1,4
47,16,77,1,6,2
47,16,78,1,1,3
47,16,78,1,6,1
47,16,141,1,1,5
47,16,141,1,11,1
47,16,147,1,22,1
47,16,163,1,29,1
47,16,202,1,44,1
47,16,210,1,17,1
47,16,312,1,51,1
47,16,404,1,66,1
47,16,440,1,1,1
47,16,476,1,59,1
48,16,33,1,1,1
48,16,48,1,5,1
48,16,50,1,1,2
48,16,60,1,25,1
48,16,77,1,13,1
48,16,78,1,23,1
48,16,79,1,29,1
48,16,93,1,11,1
48,16,94,1,47,1
48,16,141,1,17,1
48,16,193,1,1,3
48,16,305,1,41,1
48,16,324,1,35,1
48,16,428,1,37,1
49,16,16,1,31,1
49,16,33,1,1,4
49,16,48,1,1,7
49,16,48,1,5,1
49,16,50,1,1,5
49,16,60,1,25,1
49,16,77,1,13,1
49,16,78,1,23,1
49,16,79,1,29,1
49,16,93,1,11,1
49,16,94,1,55,1
49,16,141,1,17,1
49,16,193,1,1,6
49,16,305,1,47,1
49,16,318,1,1,3
49,16,324,1,37,1
49,16,405,1,1,2
49,16,405,1,59,1
49,16,428,1,41,1
49,16,483,1,1,1
49,16,483,1,63,1
50,16,10,1,1,1
50,16,28,1,1,2
50,16,45,1,4,1
50,16,89,1,40,1
50,16,90,1,45,1
50,16,91,1,34,1
50,16,163,1,37,1
50,16,189,1,12,1
50,16,222,1,15,1
50,16,310,1,7,1
50,16,389,1,23,1
50,16,414,1,29,1
50,16,426,1,26,1
50,16,523,1,18,1
51,16,10,1,1,4
51,16,28,1,1,5
51,16,45,1,1,6
51,16,45,1,4,1
51,16,89,1,50,1
51,16,90,1,57,1
51,16,91,1,40,1
51,16,161,1,1,3
51,16,163,1,45,1
51,16,189,1,12,1
51,16,222,1,15,1
51,16,310,1,7,1
51,16,328,1,26,1
51,16,389,1,23,1
51,16,400,1,1,2
51,16,414,1,33,1
51,16,426,1,28,1
51,16,523,1,18,1
51,16,563,1,1,1
52,16,6,1,30,1
52,16,10,1,1,1
52,16,44,1,6,1
52,16,45,1,1,2
52,16,103,1,17,1
52,16,154,1,14,1
52,16,163,1,33,1
52,16,185,1,22,1
52,16,252,1,9,1
52,16,269,1,25,1
52,16,364,1,50,1
52,16,372,1,41,1
52,16,400,1,49,1
52,16,417,1,38,1
52,16,445,1,46,1
53,16,10,1,1,3
53,16,44,1,1,5
53,16,44,1,6,1
53,16,45,1,1,4
53,16,103,1,17,1
53,16,129,1,28,1
53,16,154,1,14,1
53,16,163,1,37,1
53,16,185,1,22,1
53,16,252,1,1,6
53,16,252,1,9,1
53,16,269,1,25,1
53,16,364,1,65,1
53,16,372,1,49,1
53,16,400,1,61,1
53,16,408,1,32,1
53,16,415,1,1,2
53,16,417,1,44,1
53,16,445,1,56,1
53,16,583,1,1,1
54,16,10,1,1,2
54,16,39,1,4,1
54,16,50,1,22,1
54,16,55,1,8,1
54,16,56,1,46,1
54,16,93,1,11,1
54,16,103,1,25,1
54,16,133,1,43,1
54,16,154,1,15,1
54,16,244,1,39,1
54,16,346,1,1,1
54,16,352,1,18,1
54,16,401,1,29,1
54,16,428,1,32,1
54,16,472,1,50,1
54,16,487,1,36,1
55,16,10,1,1,3
55,16,39,1,1,4
55,16,39,1,4,1
55,16,50,1,22,1
55,16,55,1,1,5
55,16,55,1,8,1
55,16,56,1,54,1
55,16,93,1,11,1
55,16,103,1,29,1
55,16,133,1,49,1
55,16,154,1,15,1
55,16,244,1,43,1
55,16,346,1,1,2
55,16,352,1,18,1
55,16,401,1,32,1
55,16,428,1,25,1
55,16,453,1,1,1
55,16,472,1,60,1
55,16,487,1,38,1
56,16,2,1,13,1
56,16,10,1,1,2
56,16,37,1,41,1
56,16,43,1,1,4
56,16,67,1,1,3
56,16,69,1,17,1
56,16,103,1,21,1
56,16,116,1,1,5
56,16,154,1,9,1
56,16,207,1,33,1
56,16,238,1,37,1
56,16,343,1,1,1
56,16,370,1,49,1
56,16,372,1,25,1
56,16,386,1,45,1
56,16,515,1,53,1
57,16,2,1,13,1
57,16,10,1,1,3
57,16,37,1,47,1
57,16,43,1,1,5
57,16,67,1,1,4
57,16,69,1,17,1
57,16,99,1,28,1
57,16,103,1,21,1
57,16,116,1,1,6
57,16,154,1,9,1
57,16,207,1,35,1
57,16,238,1,41,1
57,16,370,1,59,1
57,16,372,1,25,1
57,16,374,1,1,2
57,16,386,1,53,1
57,16,515,1,1,1
57,16,515,1,63,1
58,16,36,1,23,1
58,16,43,1,8,1
58,16,44,1,1,1
58,16,46,1,1,2
58,16,52,1,6,1
58,16,53,1,34,1
58,16,97,1,30,1
58,16,172,1,17,1
58,16,179,1,19,1
58,16,200,1,43,1
58,16,242,1,39,1
58,16,257,1,41,1
58,16,270,1,12,1
58,16,316,1,10,1
58,16,394,1,45,1
58,16,424,1,21,1
58,16,481,1,28,1
58,16,514,1,32,1
59,16,44,1,1,2
59,16,46,1,1,3
59,16,245,1,34,1
59,16,316,1,1,4
59,16,422,1,1,1
59,16,424,1,1,5
60,16,3,1,15,1
60,16,34,1,21,1
60,16,55,1,5,1
60,16,56,1,38,1
60,16,61,1,25,1
60,16,95,1,8,1
60,16,145,1,11,1
60,16,187,1,31,1
60,16,240,1,18,1
60,16,341,1,28,1
60,16,346,1,1,1
60,16,358,1,35,1
60,16,426,1,41,1
61,16,3,1,15,1
61,16,34,1,21,1
61,16,55,1,1,2
61,16,55,1,5,1
61,16,56,1,48,1
61,16,61,1,27,1
61,16,95,1,1,3
61,16,95,1,8,1
61,16,145,1,11,1
61,16,187,1,37,1
61,16,240,1,18,1
61,16,341,1,32,1
61,16,346,1,1,1
61,16,358,1,43,1
61,16,426,1,53,1
62,16,3,1,1,4
62,16,61,1,1,2
62,16,66,1,1,5
62,16,95,1,1,3
62,16,170,1,43,1
62,16,223,1,32,1
62,16,509,1,1,1
62,16,509,1,53,1
63,16,100,1,1,1
64,16,50,1,18,1
64,16,60,1,21,1
64,16,93,1,1,3
64,16,93,1,16,1
64,16,94,1,38,1
64,16,100,1,1,1
64,16,105,1,31,1
64,16,115,1,26,1
64,16,134,1,1,2
64,16,248,1,43,1
64,16,271,1,46,1
64,16,272,1,41,1
64,16,357,1,23,1
64,16,427,1,28,1
64,16,477,1,33,1
64,16,502,1,36,1
65,16,50,1,18,1
65,16,60,1,21,1
65,16,93,1,1,3
65,16,93,1,16,1
65,16,94,1,38,1
65,16,100,1,1,1
65,16,105,1,31,1
65,16,115,1,26,1
65,16,134,1,1,2
65,16,248,1,43,1
65,16,271,1,46,1
65,16,347,1,41,1
65,16,357,1,23,1
65,16,427,1,28,1
65,16,477,1,33,1
65,16,502,1,36,1
66,16,2,1,7,1
66,16,43,1,1,2
66,16,66,1,33,1
66,16,67,1,1,1
66,16,69,1,15,1
66,16,116,1,3,1
66,16,184,1,43,1
66,16,193,1,9,1
66,16,223,1,45,1
66,16,233,1,25,1
66,16,238,1,39,1
66,16,279,1,19,1
66,16,282,1,21,1
66,16,339,1,37,1
66,16,358,1,27,1
66,16,490,1,13,1
66,16,530,1,31,1
67,16,2,1,1,4
67,16,2,1,7,1
67,16,43,1,1,2
67,16,66,1,37,1
67,16,67,1,1,1
67,16,69,1,15,1
67,16,116,1,1,3
67,16,116,1,3,1
67,16,184,1,53,1
67,16,193,1,9,1
67,16,223,1,57,1
67,16,233,1,25,1
67,16,238,1,47,1
67,16,279,1,19,1
67,16,282,1,21,1
67,16,339,1,43,1
67,16,358,1,27,1
67,16,490,1,13,1
67,16,530,1,33,1
68,16,2,1,1,5
68,16,2,1,7,1
68,16,43,1,1,3
68,16,66,1,37,1
68,16,67,1,1,2
68,16,69,1,15,1
68,16,116,1,1,4
68,16,116,1,3,1
68,16,184,1,53,1
68,16,193,1,9,1
68,16,223,1,57,1
68,16,233,1,25,1
68,16,238,1,47,1
68,16,279,1,19,1
68,16,282,1,21,1
68,16,339,1,43,1
68,16,358,1,27,1
68,16,469,1,1,1
68,16,490,1,13,1
68,16,530,1,33,1
69,16,21,1,41,1
69,16,22,1,1,1
69,16,35,1,11,1
69,16,51,1,23,1
69,16,74,1,7,1
69,16,75,1,39,1
69,16,77,1,15,1
69,16,78,1,17,1
69,16,79,1,13,1
69,16,230,1,29,1
69,16,282,1,27,1
69,16,378,1,47,1
69,16,380,1,35,1
70,16,21,1,41,1
70,16,22,1,1,1
70,16,35,1,1,3
70,16,35,1,11,1
70,16,51,1,23,1
70,16,74,1,1,2
70,16,74,1,7,1
70,16,75,1,39,1
70,16,77,1,15,1
70,16,78,1,17,1
70,16,79,1,13,1
70,16,230,1,29,1
70,16,282,1,27,1
70,16,378,1,47,1
70,16,380,1,35,1
71,16,22,1,1,4
71,16,75,1,1,7
71,16,79,1,1,5
71,16,230,1,1,6
71,16,254,1,1,1
71,16,255,1,1,3
71,16,256,1,1,2
71,16,348,1,47,2
71,16,437,1,47,1
71,16,536,1,27,1
72,16,35,1,19,1
72,16,40,1,1,1
72,16,48,1,4,1
72,16,51,1,10,1
72,16,56,1,46,1
72,16,61,1,25,1
72,16,103,1,37,1
72,16,112,1,28,1
72,16,132,1,7,1
72,16,352,1,16,1
72,16,362,1,34,1
72,16,378,1,49,1
72,16,390,1,13,1
72,16,398,1,31,1
72,16,482,1,43,1
72,16,491,1,22,1
72,16,506,1,40,1
73,16,35,1,19,1
73,16,40,1,1,3
73,16,48,1,1,4
73,16,48,1,4,1
73,16,51,1,1,6
73,16,51,1,10,1
73,16,56,1,52,1
73,16,61,1,25,1
73,16,103,1,40,1
73,16,112,1,28,1
73,16,132,1,1,5
73,16,132,1,7,1
73,16,352,1,16,1
73,16,362,1,36,1
73,16,378,1,1,2
73,16,378,1,56,1
73,16,390,1,13,1
73,16,398,1,32,1
73,16,482,1,48,1
73,16,491,1,22,1
73,16,506,1,44,1
73,16,513,1,1,1
74,16,33,1,1,1
74,16,38,1,40,1
74,16,88,1,16,1
74,16,89,1,34,1
74,16,111,1,1,2
74,16,120,1,24,1
74,16,153,1,36,1
74,16,205,1,10,1
74,16,222,1,12,1
74,16,300,1,4,1
74,16,350,1,30,1
74,16,397,1,6,1
74,16,444,1,42,1
74,16,446,1,28,1
74,16,479,1,18,1
74,16,523,1,22,1
75,16,33,1,1,1
75,16,38,1,50,1
75,16,88,1,16,1
75,16,89,1,40,1
75,16,111,1,1,2
75,16,120,1,24,1
75,16,153,1,44,1
75,16,205,1,10,1
75,16,222,1,12,1
75,16,300,1,1,3
75,16,300,1,4,1
75,16,350,1,34,1
75,16,397,1,1,4
75,16,397,1,6,1
75,16,444,1,54,1
75,16,446,1,30,1
75,16,479,1,18,1
75,16,523,1,22,1
76,16,33,1,1,2
76,16,38,1,50,1
76,16,88,1,16,1
76,16,89,1,40,1
76,16,111,1,1,3
76,16,120,1,24,1
76,16,153,1,44,1
76,16,222,1,12,1
76,16,300,1,1,4
76,16,300,1,4,1
76,16,350,1,34,1
76,16,397,1,1,5
76,16,397,1,6,1
76,16,444,1,54,1
76,16,446,1,30,1
76,16,479,1,18,1
76,16,484,1,1,1
76,16,484,1,60,1
76,16,523,1,22,1
76,16,537,1,10,1
77,16,23,1,17,1
77,16,33,1,1,2
77,16,36,1,29,1
77,16,39,1,4,1
77,16,45,1,1,1
77,16,52,1,9,1
77,16,83,1,25,1
77,16,97,1,37,1
77,16,126,1,41,1
77,16,172,1,13,1
77,16,340,1,45,1
77,16,394,1,49,1
77,16,488,1,21,1
77,16,517,1,33,1
78,16,23,1,17,1
78,16,31,1,40,1
78,16,36,1,29,1
78,16,39,1,1,5
78,16,39,1,4,1
78,16,45,1,1,3
78,16,52,1,1,6
78,16,52,1,9,1
78,16,83,1,25,1
78,16,97,1,37,1
78,16,98,1,1,4
78,16,126,1,41,1
78,16,172,1,13,1
78,16,224,1,1,2
78,16,340,1,45,1
78,16,394,1,49,1
78,16,398,1,1,1
78,16,488,1,21,1
78,16,517,1,33,1
79,16,29,1,23,1
79,16,33,1,1,3
79,16,45,1,5,1
79,16,50,1,19,1
79,16,55,1,9,1
79,16,93,1,14,1
79,16,94,1,45,1
79,16,133,1,41,1
79,16,174,1,1,1
79,16,240,1,49,1
79,16,244,1,54,1
79,16,281,1,1,2
79,16,303,1,36,1
79,16,352,1,28,1
79,16,428,1,32,1
79,16,505,1,58,1
80,16,29,1,23,1
80,16,33,1,1,4
80,16,45,1,1,5
80,16,45,1,5,1
80,16,50,1,19,1
80,16,55,1,9,1
80,16,93,1,14,1
80,16,94,1,49,1
80,16,110,1,37,1
80,16,133,1,43,1
80,16,174,1,1,2
80,16,240,1,55,1
80,16,244,1,62,1
80,16,281,1,1,3
80,16,303,1,36,1
80,16,352,1,28,1
80,16,428,1,32,1
80,16,505,1,1,1
80,16,505,1,68,1
81,16,33,1,1,1
81,16,48,1,5,1
81,16,49,1,11,1
81,16,84,1,7,1
81,16,86,1,13,1
81,16,103,1,35,1
